case,mode,policy,runs,speedup_vs_ordinary,speedup_vs_default,vs_default_ci_low,vs_default_ci_high,runs_slower_than_ordinary,runs_slower_than_default,worst_vs_ordinary,worst_vs_default
fresh_seeds-heldout-code-256,separate_seed,fixed_5,40,1.2397364613535289,1.0112737519850938,1.001988974788111,1.0210371290935143,0,17,1.1253209775241293,0.945472389240568
fresh_seeds-heldout-code-256,separate_seed,h1,40,1.1756258607092231,0.9589776635206142,0.9412581945207847,0.9759700729005589,0,30,1.0288919340365466,0.8146126166984156
fresh_seeds-heldout-code-256,separate_seed,h2,40,1.1959868248330885,0.9755864422614562,0.9585000120542594,0.9926125607905296,0,25,1.0174087322272853,0.8355964469944506
fresh_seeds-heldout-code-256,separate_seed,ordinary,40,1.0,0.8157167135997578,0.8006653195339908,0.8299843722285088,0,40,1.0,0.7155497301696054
fresh_seeds-heldout-prose-2048,resident_seed_batch,default,40,0.8989798751059429,1.0,1.0,1.0,40,0,0.8559689337561517,1.0
fresh_seeds-heldout-prose-2048,resident_seed_batch,existing_cost_gate,40,0.8326724721130989,0.9262415045887097,0.9153907239067592,0.936968408183164,40,40,0.7474586521415698,0.8311678026829952
fresh_seeds-heldout-prose-2048,resident_seed_batch,fixed_1,40,0.7604573435934825,0.8459114209913366,0.8384762878292377,0.8529908121867905,40,40,0.7524191998444558,0.7996981249285878
fresh_seeds-heldout-prose-2048,resident_seed_batch,fixed_2,40,0.8057894705524178,0.8963376076215913,0.8888083952933766,0.9036900603797505,40,40,0.7782841285350018,0.8471822153133117
fresh_seeds-heldout-prose-2048,resident_seed_batch,fixed_3,40,0.6822137152297538,0.7588754032445458,0.7490768929021021,0.7684112169951809,40,40,0.6274658841148563,0.6904327800893826
fresh_seeds-heldout-prose-2048,resident_seed_batch,fixed_4,40,0.6393224250954309,0.7111643350415248,0.7008446184541166,0.7217822381482519,40,40,0.5774561053147005,0.6459030622873911
fresh_seeds-heldout-prose-2048,resident_seed_batch,fixed_5,40,0.5972817705407282,0.6643994900000845,0.6543257239403824,0.6748193513739403,40,40,0.5358406110374913,0.6003489814785716
fresh_seeds-heldout-prose-2048,resident_seed_batch,h1,40,0.9623591137799818,1.0705012875472546,1.0621360567093268,1.0788232814579601,40,0,0.9441771030531406,1.0206382293911234
fresh_seeds-heldout-prose-2048,resident_seed_batch,h2,40,0.9677768263244837,1.0765277990349151,1.0669853655661665,1.0856086464128865,40,0,0.9459653730244452,1.0271232996026627
fresh_seeds-heldout-prose-2048,resident_seed_batch,ordinary,40,1.0,1.1123719536904562,1.1034639985971524,1.121020543461828,0,0,1.0,1.0572020786979253
fresh_seeds-heldout-prose-2048,separate_seed,default,40,0.8160102645533712,1.0,1.0,1.0,40,0,0.7680198652188596,1.0
fresh_seeds-heldout-prose-2048,separate_seed,existing_cost_gate,40,0.8398628064807521,1.0292306885875218,1.0203949690391854,1.038653708369065,40,6,0.7979786727747663,0.9748086763485094
fresh_seeds-heldout-prose-2048,separate_seed,fixed_1,40,0.7604573435934825,0.9319212963696055,0.9228232115279782,0.9411606249220956,40,40,0.7524191998444558,0.8642449142166109
fresh_seeds-heldout-prose-2048,separate_seed,fixed_2,40,0.8057894705524178,0.9874746747131329,0.9786799093673835,0.9963500200280042,40,27,0.7782841285350018,0.9229274368292976
fresh_seeds-heldout-prose-2048,separate_seed,fixed_3,40,0.8043119907317461,0.9856640604539111,0.9771427087357856,0.9948443952191741,40,29,0.7568919170591735,0.936337632186554
fresh_seeds-heldout-prose-2048,separate_seed,fixed_4,40,0.7812564474565208,0.9574100736148554,0.9481966248306846,0.9670299211307136,40,37,0.7146634770517957,0.8983403017342536
fresh_seeds-heldout-prose-2048,separate_seed,fixed_5,40,0.7530339415167601,0.9228241043376089,0.9132636672292319,0.9326835428573497,40,39,0.6942206856606536,0.8659983028638714
fresh_seeds-heldout-prose-2048,separate_seed,h1,40,0.978929310872923,1.1996531825598085,1.187710108830988,1.2116777781661718,40,0,0.9682845605413817,1.1109474323226458
fresh_seeds-heldout-prose-2048,separate_seed,h2,40,0.9845809473480216,1.2065791205297087,1.1950459838695553,1.2180234461576338,39,0,0.9714949074532745,1.114268860257728
fresh_seeds-heldout-prose-2048,separate_seed,ordinary,40,1.0,1.2254747806969466,1.2134406260266082,1.23775116525773,0,0,1.0,1.1415736275005328
fresh_seeds-heldout-prose-256,resident_seed_batch,default,40,0.9293283191231624,1.0,1.0,1.0,40,0,0.8866218443988052,1.0
