stress,mode,policy,runs,geometric_speedup_vs_ordinary,min_speedup,max_speedup
stable_hard,separate_seed,fixed_2,240,0.7895284471161349,0.7210670882830027,0.8455535479915406
stable_hard,separate_seed,fixed_3,240,0.7584122467995353,0.6841651338640147,0.8190705094357354
stable_hard,separate_seed,fixed_4,240,0.7296878090788974,0.651243438904784,0.7893216796861688
stable_hard,separate_seed,fixed_5,240,0.7031832810241095,0.6214352947202123,0.7622053569185349
stable_hard,separate_seed,h1,240,0.984226700927796,0.9699968462055722,0.9905289792799836
stable_hard,separate_seed,h2,240,0.9859061779295815,0.9713601569916639,0.9919930407212366
stable_hard,separate_seed,ordinary,240,1.0,1.0,1.0
abrupt_recovery,resident_seed_batch,default,240,1.179569101558266,1.0119837969447134,1.3100138585510122
abrupt_recovery,resident_seed_batch,existing_cost_gate,240,1.173671441711164,0.9189752547121387,1.3676856327902538
abrupt_recovery,resident_seed_batch,fixed_1,240,0.8248861990361857,0.757113052471812,0.8841230507712708
abrupt_recovery,resident_seed_batch,fixed_2,240,0.9303506489926391,0.839525063184146,0.9942391749752391
abrupt_recovery,resident_seed_batch,fixed_3,240,0.8340665020109175,0.6494435418753841,1.0210495185294888
abrupt_recovery,resident_seed_batch,fixed_4,240,0.7976952529301462,0.6208460150700681,0.9797815888732945
abrupt_recovery,resident_seed_batch,fixed_5,240,0.7599178232952849,0.583910698818285,0.9279072294514508
abrupt_recovery,resident_seed_batch,h1,240,1.2907592873077527,0.9663577003551445,1.4174500731635011
abrupt_recovery,resident_seed_batch,h2,240,1.287376453657235,0.9743175599599074,1.454882667525504
abrupt_recovery,resident_seed_batch,ordinary,240,1.0,1.0,1.0
abrupt_recovery,separate_seed,default,240,1.0857461371617623,0.950058200478845,1.1745651208255254
abrupt_recovery,separate_seed,existing_cost_gate,240,1.0921185519561074,0.9707305018068882,1.1776899622930983
abrupt_recovery,separate_seed,fixed_1,240,0.8248861990361857,0.757113052471812,0.8841230507712708
abrupt_recovery,separate_seed,fixed_2,240,0.9303506489926391,0.839525063184146,0.9942391749752391
abrupt_recovery,separate_seed,fixed_3,240,0.9827721310574021,0.88199839667982,1.0509641949754167
abrupt_recovery,separate_seed,fixed_4,240,1.0062361833850801,0.8942203198750558,1.0808712016609479
abrupt_recovery,separate_seed,fixed_5,240,1.016525620157599,0.8877269439791132,1.095497478458051
abrupt_recovery,separate_seed,h1,240,1.2028110127106548,0.9794181791389253,1.2988528289305068
abrupt_recovery,separate_seed,h2,240,1.232937905082469,0.9955134515733511,1.3287675406235793
abrupt_recovery,separate_seed,ordinary,240,1.0,1.0,1.0
abrupt_collapse,resident_seed_batch,default,240,1.2637232379570225,1.0423013983428098,1.4451676470916144
abrupt_collapse,resident_seed_batch,existing_cost_gate,240,1.2521208460568094,1.0048319658584806,1.4451676470916144
abrupt_collapse,resident_seed_batch,fixed_1,240,0.8286838734580597,0.7601326809103135,0.8898614855364779
abrupt_collapse,resident_seed_batch,fixed_2,240,0.9342215924128485,0.8442772199735136,1.0077552844155713
abrupt_collapse,resident_seed_batch,fixed_3,240,0.8368188047482477,0.6500305801816373,1.0201452195976106
abrupt_collapse,resident_seed_batch,fixed_4,240,0.8050511978678213,0.6122380360389347,0.9814194833408314
abrupt_collapse,resident_seed_batch,fixed_5,240,0.7673591671243134,0.5856568868940192,0.9395848307660741
abrupt_collapse,resident_seed_batch,h1,240,1.145987326552187,1.0378461012062625,1.2454602457622719
abrupt_collapse,resident_seed_batch,h2,240,1.185813280688983,1.0478821770243407,1.2895462460848812
abrupt_collapse,resident_seed_batch,ordinary,240,1.0,1.0,1.0
abrupt_collapse,separate_seed,default,240,1.1117560482541786,0.980897026251847,1.1992446611840546
abrupt_collapse,separate_seed,existing_cost_gate,240,1.1190628744337872,0.9996791523643099,1.2054612609142583
abrupt_collapse,separate_seed,fixed_1,240,0.8286838734580597,0.7601326809103135,0.8898614855364779
abrupt_collapse,separate_seed,fixed_2,240,0.9342215924128485,0.8442772199735136,1.0077552844155713
abrupt_collapse,separate_seed,fixed_3,240,0.9876800697776823,0.8883295543796599,1.0565128692542598
abrupt_collapse,separate_seed,fixed_4,240,1.0164613991177536,0.9075542584712293,1.095267268105476
abrupt_collapse,separate_seed,fixed_5,240,1.0262564976108672,0.8932297736085235,1.1115722988271428
abrupt_collapse,separate_seed,h1,240,1.1403909761549698,1.0301652186205843,1.2160589262426775
abrupt_collapse,separate_seed,h2,240,1.170574386812513,1.0347958710300782,1.248848611364541
abrupt_collapse,separate_seed,ordinary,240,1.0,1.0,1.0
